number of points;est
3750;3.17547
3750;3.1136
3750;3.12213
3750;3.14773
3750;3.11253
3750;3.1072
3750;3.14027
3750;3.10613
3750;3.09973
3750;3.12533
3750;3.14133
3750;3.15307
3750;3.13387
3750;3.10507
3750;3.16053
3750;3.17653
3750;3.13173
3750;3.1776
3750;3.14133
3750;3.1776
3750;3.18613
3750;3.1232
3750;3.14773
3750;3.09547
3750;3.14773
3750;3.16053
3750;3.13387
3750;3.152
3750;3.12427
3750;3.10933
3750;3.1584
3750;3.168
3750;3.11467
3750;3.1552
3750;3.0816
3800;3.14
3800;3.16421
3800;3.10632
3800;3.10947
3800;3.14211
3800;3.12526
3800;3.11053
3800;3.10316
3800;3.12
3800;3.12737
3800;3.12947
3800;3.16
3800;3.16
3800;3.17684
3800;3.19053
3800;3.12632
3800;3.15789
3800;3.14526
3800;3.14632
3800;3.17368
3800;3.08
3800;3.16421
3800;3.12421
3800;3.09474
3800;3.17684
3800;3.14421
3800;3.15895
3800;3.09579
3800;3.14316
3800;3.11895
3800;3.18211
3800;3.14526
3800;3.15579
3800;3.15579
3800;3.14632
3800;3.12105
3800;3.14211
3800;3.12316
3800;3.13895
3800;3.19684
3800;3.16526
3800;3.18737
3800;3.16632
3800;3.14842
3800;3.14421
3800;3.11895
3800;3.18316
3800;3.17895
3800;3.12842
3800;3.14421
3850;3.12519
3850;3.1013
3850;3.18857
3850;3.16364
3850;3.08675
3850;3.09299
3850;3.14597
3850;3.09091
3850;3.1439
3850;3.13558
3850;3.14286
3850;3.12935
3850;3.1574
3850;3.10545
3850;3.19896
3850;3.16675
3850;3.13143
3850;3.13039
3850;3.14286
3850;3.10234
3850;3.11896
3850;3.20416
3850;3.14909
3850;3.13039
3850;3.15221
3850;3.1387
3850;3.13143
3850;3.16675
3850;3.13662
3850;3.12935
3850;3.17506
3850;3.14494
3850;3.15325
3850;3.15532
3850;3.14286
3850;3.12
3850;3.13558
3850;3.09299
3850;3.14805
3850;3.14701
3850;3.1387
3850;3.14805
3850;3.16052
3850;3.15325
3850;3.12
3850;3.16364
3850;3.16364
3850;3.12104
3850;3.11792
3850;3.14182
3900;3.08718
3900;3.16718
3900;3.09949
3900;3.15179
3900;3.11692
3900;3.12103
3900;3.1159
3900;3.16513
3900;3.11282
3900;3.16923
3900;3.15487
3900;3.12923
3900;3.16103
3900;3.14974
3900;3.16103
3900;3.12308
3900;3.17538
3900;3.12308
3900;3.10872
3900;3.16308
3900;3.13026
3900;3.09026
3900;3.14051
3900;3.15795
3900;3.18974
3900;3.17538
3900;3.12718
3900;3.16
3900;3.11795
3900;3.14462
3900;3.14564
3900;3.15897
3900;3.12308
3900;3.17436
3900;3.15077
3900;3.15897
3900;3.11897
3900;3.16513
3900;3.11179
3900;3.13436
3900;3.13231
3900;3.17333
3900;3.11179
3900;3.10667
3900;3.19385
3900;3.12
3900;3.13744
3900;3.14667
3900;3.10154
3900;3.14154
3950;3.11899
3950;3.14734
3950;3.15139
3950;3.09772
3950;3.12
3950;3.12304
3950;3.15544
3950;3.16253
3950;3.11291
3950;3.11797
3950;3.17975
3950;3.12304
3950;3.15443
3950;3.09873
3950;3.12304
3950;3.15443
3950;3.13823
3950;3.12506
3950;3.15038
3950;3.12405
3950;3.18076
3950;3.15544
3950;3.13215
3950;3.11392
3950;3.14532
3950;3.1362
3950;3.1757
3950;3.15443
3950;3.13114
3950;3.1443
3950;3.16962
3950;3.16658
3950;3.13722
3950;3.17266
3950;3.0957
3950;3.12911
3950;3.14228
3950;3.11089
3950;3.18076
3950;3.11797
3950;3.18785
3950;3.14532
3950;3.14532
3950;3.15342
3950;3.16658
3950;3.13316
3950;3.20911
3950;3.11696
3950;3.13316
3950;3.16456
4000;3.186
4000;3.155
4000;3.134
4000;3.107
4000;3.128
4000;3.13
4000;3.149
4000;3.116
4000;3.124
4000;3.151
4000;3.156
4000;3.101
4000;3.102
4000;3.151
4000;3.135
4000;3.129
4000;3.152
4000;3.113
4000;3.161
4000;3.121
4000;3.126
4000;3.181
4000;3.125
4000;3.137
4000;3.14
4000;3.172
4000;3.11
4000;3.082
4000;3.163
4000;3.169
4000;3.156
4000;3.159
4000;3.179
4000;3.129
4000;3.12
4000;3.164
4000;3.146
4000;3.139
4000;3.145
4000;3.151
4000;3.129
4000;3.118
4000;3.16
4000;3.148
4000;3.139
4000;3.132
4000;3.14
4000;3.185
4000;3.195
4000;3.147
4050;3.17333
4050;3.12988
4050;3.14469
4050;3.17827
4050;3.16148
4050;3.15062
4050;3.13778
4050;3.13284
4050;3.15457
4050;3.14173
4050;3.11802
4050;3.1358
4050;3.09728
4050;3.14074
4050;3.1437
4050;3.10617
4050;3.15358
4050;3.17432
4050;3.15259
4050;3.1358
4050;3.08642
4050;3.09235
4050;3.13086
4050;3.15753
4050;3.1437
4050;3.1437
4050;3.13185
4050;3.16642
4050;3.13185
4050;3.13975
4050;3.13284
4050;3.17037
4050;3.12889
4050;3.12099
4050;3.1684
4050;3.14864
4050;3.09333
4050;3.15457
4050;3.15358
4050;3.15951
4050;3.14765
4050;3.2
4050;3.15852
4050;3.10716
4050;3.12988
4050;3.16247
4050;3.16148
4050;3.15259
4050;3.12988
4050;3.10914
4100;3.15707
4100;3.16098
4100;3.14829
4100;3.14049
4100;3.11024
4100;3.13366
4100;3.14049
4100;3.13659
4100;3.15024
4100;3.14146
4100;3.12098
4100;3.11902
4100;3.13951
4100;3.13073
4100;3.13171
4100;3.1639
4100;3.07707
4100;3.09659
4100;3.14049
4100;3.12
4100;3.11512
4100;3.14439
4100;3.16976
4100;3.18146
4100;3.21463
4100;3.14341
4100;3.15317
4100;3.09756
4100;3.17463
4100;3.14341
4100;3.15024
4100;3.18537
4100;3.10341
4100;3.14927
4100;3.14146
4100;3.16585
4100;3.1161
4100;3.18829
4100;3.16293
4100;3.13073
4100;3.17951
4100;3.11902
4100;3.13463
4100;3.18927
4100;3.13951
4100;3.14341
4100;3.18537
4100;3.13951
4100;3.19317
4100;3.12585
4150;3.14988
4150;3.1412
4150;3.12867
4150;3.10747
4150;3.12482
4150;3.14795
4150;3.12578
4150;3.07566
4150;3.16048
4150;3.13446
4150;3.14892
4150;3.16723
4150;3.10072
4150;3.12964
4150;3.14217
4150;3.13831
4150;3.16337
4150;3.18458
4150;3.13639
4150;3.13735
4150;3.11711
4150;3.12289
4150;3.10169
4150;3.11229
4150;3.17301
4150;3.12
4150;3.16627
4150;3.15952
4150;3.15084
4150;3.08337
4150;3.10169
4150;3.11807
4150;3.13639
4150;3.12578
4150;3.12386
4150;3.15855
4150;3.17012
4150;3.19904
4150;3.13735
4150;3.13735
4150;3.14699
4150;3.13928
4150;3.14988
4150;3.16145
4150;3.16819
4150;3.08337
4150;3.13928
4150;3.09108
4150;3.13253
4150;3.15566
4200;3.1381
4200;3.17619
4200;3.12857
4200;3.16286
4200;3.14952
4200;3.14476
4200;3.16571
4200;3.15524
4200;3.15905
4200;3.13143
4200;3.13524
4200;3.16762
4200;3.09714
4200;3.10952
4200;3.1219
4200;3.09524
4200;3.16381
4200;3.14667
4200;3.14952
4200;3.12952
4200;3.14
4200;3.12857
4200;3.09619
4200;3.16952
4200;3.13048
4200;3.14286
4200;3.12
4200;3.08571
4200;3.17905
4200;3.16762
4200;3.11143
4200;3.12
4200;3.18762
4200;3.17238
4200;3.14381
4200;3.1219
4200;3.09524
4200;3.13143
4200;3.13238
4200;3.15905
4200;3.14952
4200;3.14762
4200;3.18286
4200;3.14762
4200;3.13048
4200;3.14
4200;3.09619
4200;3.14095
4200;3.11143
4200;3.10381
4250;3.13882
4250;3.16141
4250;3.152
4250;3.14918
4250;3.16424
4250;3.168
4250;3.10871
4250;3.18306
4250;3.13506
4250;3.15765
4250;3.12847
4250;3.16518
4250;3.11341
4250;3.15859
4250;3.11341
4250;3.14541
4250;3.15765
4250;3.15765
4250;3.10494
4250;3.15388
4250;3.14071
4250;3.17082
4250;3.14541
4250;3.16706
4250;3.12941
4250;3.14353
4250;3.17929
4250;3.10494
4250;3.17271
4250;3.14259
4250;3.14918
4250;3.17271
4250;3.18212
4250;3.13318
4250;3.18118
4250;3.11718
4250;3.12941
4250;3.12188
4250;3.16047
4250;3.16047
4250;3.14353
4250;3.14918
4250;3.18212
4250;3.16424
4250;3.12565
4250;3.16047
4250;3.16329
4250;3.11247
4250;3.13318
4250;3.13882
4300;3.11721
4300;3.15628
4300;3.10884
4300;3.09302
4300;3.12093
4300;3.12372
4300;3.16186
4300;3.14047
4300;3.16744
4300;3.0893
4300;3.12744
4300;3.14419
4300;3.1814
4300;3.11628
4300;3.07256
4300;3.16279
4300;3.12279
4300;3.12093
4300;3.15349
4300;3.13302
4300;3.17953
4300;3.12465
4300;3.16465
4300;3.10698
4300;3.12744
4300;3.12744
4300;3.18512
4300;3.14326
4300;3.13953
4300;3.14698
4300;3.12558
4300;3.13395
4300;3.07163
4300;3.11349
4300;3.14047
4300;3.11535
4300;3.11535
4300;3.13581
4300;3.16372
4300;3.16
4300;3.17116
4300;3.1014
4300;3.10419
4300;3.13302
4300;3.1414
4300;3.14884
4300;3.15442
4300;3.12372
4300;3.10605
4300;3.12186
4350;3.15126
4350;3.12184
4350;3.11448
4350;3.14023
4350;3.12736
4350;3.11356
4350;3.17149
4350;3.17149
4350;3.08138
4350;3.13563
4350;3.13287
4350;3.16414
4350;3.09425
4350;3.20644
4350;3.13931
4350;3.17609
4350;3.13195
4350;3.14391
4350;3.10529
4350;3.1531
4350;3.13747
4350;3.13379
4350;3.13379
4350;3.13563
4350;3.09977
4350;3.09885
4350;3.08322
4350;3.18621
4350;3.13471
4350;3.11448
4350;3.17977
4350;3.1623
4350;3.15402
4350;3.11632
4350;3.1669
4350;3.10621
4350;3.14759
4350;3.15678
4350;3.14023
4350;3.19356
4350;3.05747
4350;3.13379
4350;3.10713
4350;3.14023
4350;3.17425
4350;3.13839
4350;3.15218
4350;3.14023
4350;3.17701
4350;3.09885
4400;3.12545
4400;3.15
4400;3.10636
4400;3.13273
4400;3.16818
4400;3.15
4400;3.14818
4400;3.16364
4400;3.17
4400;3.12545
4400;3.13
4400;3.11
4400;3.13727
4400;3.08091
4400;3.17
4400;3.13727
4400;3.16
4400;3.14364
4400;3.21
4400;3.16636
4400;3.16182
4400;3.13909
4400;3.09091
4400;3.12636
4400;3.13727
4400;3.14909
4400;3.14273
4400;3.10091
4400;3.12909
4400;3.11727
4400;3.13818
4400;3.12818
4400;3.10545
4400;3.11909
4400;3.15364
4400;3.15091
4400;3.09909
4400;3.16727
4400;3.12727
4400;3.10909
4400;3.13182
4400;3.14727
4400;3.12091
4400;3.12273
4400;3.18182
4400;3.14818
4400;3.14909
4400;3.15273
4400;3.16455
4400;3.14091
4450;3.11281
4450;3.12449
4450;3.15146
4450;3.10202
4450;3.11551
4450;3.14247
4450;3.14157
4450;3.11281
4450;3.18921
4450;3.13438
4450;3.14157
4450;3.12989
4450;3.15416
4450;3.17843
4450;3.07416
4450;3.14876
4450;3.13438
4450;3.1182
4450;3.13798
4450;3.15865
4450;3.15865
4450;3.14517
4450;3.12719
4450;3.15416
4450;3.14157
4450;3.17213
4450;3.14337
4450;3.16584
4450;3.10382
4450;3.1173
4450;3.15416
4450;3.16225
4450;3.10652
4450;3.13618
4450;3.18562
4450;3.15506
4450;3.08944
4450;3.15146
4450;3.16854
4450;3.1182
4450;3.14607
4450;3.13708
4450;3.06966
4450;3.14247
4450;3.14247
4450;3.12
4450;3.13798
4450;3.10292
4450;3.15056
4450;3.17034
4500;3.152
4500;3.13422
4500;3.16089
4500;3.11289
4500;3.12711
4500;3.104
4500;3.14667
4500;3.10133
4500;3.14578
4500;3.10933
4500;3.16889
4500;3.14222
4500;3.12978
4500;3.13156
4500;3.14844
4500;3.17422
4500;3.18578
4500;3.14756
4500;3.09689
4500;3.17867
4500;3.16267
4500;3.17956
4500;3.17422
4500;3.14933
4500;3.13067
4500;3.17422
4500;3.12711
4500;3.13422
4500;3.16889
4500;3.13422
4500;3.10756
4500;3.10578
4500;3.12267
4500;3.12356
4500;3.17244
4500;3.13244
4500;3.15022
4500;3.16622
4500;3.12889
4500;3.144
4500;3.14489
4500;3.096
4500;3.12089
4500;3.13689
4500;3.15378
4500;3.11467
4500;3.18844
4500;3.11556
4500;3.13956
4500;3.13778
4550;3.13495
4550;3.14637
4550;3.16308
4550;3.1367
4550;3.11209
4550;3.15341
4550;3.10681
4550;3.15253
4550;3.14637
4550;3.19385
4550;3.14725
4550;3.13758
4550;3.13934
4550;3.06374
4550;3.1244
4550;3.15604
4550;3.11121
4550;3.08659
4550;3.13582
4550;3.16659
4550;3.14462
4550;3.14813
4550;3.12527
4550;3.12791
4550;3.17802
4550;3.09978
4550;3.16835
4550;3.12791
4550;3.1244
4550;3.18769
4550;3.12791
4550;3.13582
4550;3.13495
4550;3.10505
4550;3.16132
4550;3.16396
4550;3.11385
4550;3.19121
4550;3.12088
4550;3.16308
4550;3.2044
4550;3.13319
4550;3.18066
4550;3.13055
4550;3.12967
4550;3.15077
4550;3.15692
4550;3.13495
4550;3.15604
4550;3.15604
4600;3.1287
4600;3.14435
4600;3.16087
4600;3.14087
4600;3.16609
4600;3.16957
4600;3.12435
4600;3.13391
4600;3.14957
4600;3.1487
4600;3.14957
4600;3.14435
4600;3.14348
4600;3.14609
4600;3.14435
4600;3.16348
4600;3.15565
4600;3.13043
4600;3.14435
4600;3.13478
4600;3.18783
4600;3.1287
4600;3.1287
4600;3.08696
4600;3.10522
4600;3.10783
4600;3.16
4600;3.12783
4600;3.14783
4600;3.13217
4600;3.12957
4600;3.12696
4600;3.11391
4600;3.12696
4600;3.15217
4600;3.15217
4600;3.12435
4600;3.05217
4600;3.17565
4600;3.17304
4600;3.15826
4600;3.14261
4600;3.14261
4600;3.15391
4600;3.1513
4600;3.14348
4600;3.14
4600;3.14087
4600;3.15391
4600;3.10435
4650;3.15441
4650;3.15183
4650;3.13462
4650;3.17935
4650;3.12774
4650;3.1071
4650;3.16817
4650;3.17763
4650;3.13118
4650;3.1114
4650;3.11656
4650;3.16989
4650;3.14237
4650;3.13462
4650;3.14925
4650;3.14839
4650;3.16817
4650;3.15183
4650;3.14753
4650;3.14667
4650;3.1071
4650;3.14237
4650;3.14753
4650;3.11054
4650;3.16301
4650;3.15957
4650;3.16301
4650;3.09591
4650;3.13806
4650;3.15699
4650;3.14065
4650;3.18022
4650;3.13376
4650;3.13806
4650;3.15011
4650;3.15957
4650;3.11054
4650;3.17419
4650;3.09505
4650;3.14925
4650;3.13032
4650;3.17505
4650;3.16387
4650;3.14065
4650;3.13204
4650;3.15613
4650;3.17247
4650;3.14753
4650;3.13548
4650;3.10452
4700;3.09957
4700;3.17447
4700;3.1217
4700;3.09702
4700;3.14809
4700;3.12936
4700;3.15489
4700;3.16851
4700;3.12936
4700;3.1234
4700;3.16255
4700;3.1217
4700;3.1166
4700;3.18043
4700;3.09702
4700;3.15149
4700;3.14638
4700;3.14128
4700;3.14553
4700;3.10979
4700;3.19319
4700;3.13191
4700;3.11489
4700;3.12255
4700;3.10298
4700;3.12511
4700;3.12766
4700;3.11234
4700;3.12085
4700;3.16851
4700;3.16255
4700;3.11574
4700;3.10553
4700;3.13362
4700;3.13106
4700;3.15319
4700;3.15064
4700;3.11234
4700;3.13532
4700;3.14638
4700;3.16681
4700;3.13277
4700;3.14128
4700;3.14894
4700;3.13106
4700;3.14468
4700;3.0783
4700;3.15489
4700;3.15319
4700;3.13532
4750;3.11747
4750;3.12084
4750;3.17305
4750;3.11158
4750;3.09642
4750;3.13853
4750;3.14105
4750;3.11579
4750;3.11916
4750;3.152
4750;3.14947
4750;3.13263
4750;3.12084
4750;3.14189
4750;3.14105
4750;3.14189
4750;3.16632
4750;3.19663
4750;3.14611
4750;3.13179
4750;3.16211
4750;3.09137
4750;3.11326
4750;3.10568
4750;3.168
4750;3.16042
4750;3.22695
4750;3.17726
4750;3.13516
4750;3.07874
4750;3.17053
4750;3.13768
4750;3.16632
4750;3.13095
4750;3.15621
4750;3.15705
4750;3.14274
4750;3.10653
4750;3.12084
4750;3.09726
4750;3.16042
4750;3.14442
4750;3.14274
4750;3.16632
4750;3.19074
4750;3.13263
4750;3.12253
4750;3.15705
4750;3.11579
4750;3.168
4800;3.13
4800;3.15083
4800;3.14333
4800;3.1425
4800;3.16167
4800;3.16167
4800;3.1325
4800;3.1275
4800;3.11667
4800;3.19167
4800;3.115
4800;3.115
4800;3.19083
4800;3.17417
4800;3.145
4800;3.14917
4800;3.13417
4800;3.11833
4800;3.13583
4800;3.13083
4800;3.13583
4800;3.15417
4800;3.13417
4800;3.1275
4800;3.1425
4800;3.13167
4800;3.10417
4800;3.1275
4800;3.10667
4800;3.1475
4800;3.15167
4800;3.13167
4800;3.10333
4800;3.12083
4800;3.18
4800;3.13
4800;3.1725
4800;3.1625
4800;3.1525
4800;3.14167
4800;3.1375
4800;3.15167
4800;3.16417
4800;3.13583
4800;3.16083
4800;3.16667
4800;3.15833
4800;3.13333
4800;3.12917
4800;3.16083
4850;3.11423
4850;3.12412
4850;3.17113
4850;3.18021
4850;3.17691
4850;3.12825
4850;3.15381
4850;3.13979
4850;3.13649
4850;3.11175
4850;3.11918
4850;3.16701
4850;3.13485
4850;3.1299
4850;3.17856
4850;3.08784
4850;3.10351
4850;3.1134
4850;3.1332
4850;3.16041
4850;3.15959
4850;3.12907
4850;3.05485
4850;3.15052
4850;3.17856
4850;3.1299
4850;3.1332
4850;3.13485
4850;3.18103
4850;3.13072
4850;3.16371
4850;3.14392
4850;3.14474
4850;3.16206
4850;3.16124
4850;3.1332
4850;3.10515
4850;3.18103
4850;3.1332
4850;3.17526
4850;3.14969
4850;3.13897
4850;3.15629
4850;3.14474
4850;3.16454
4850;3.1868
4850;3.1134
4850;3.14062
4850;3.16536
4850;3.1266
4900;3.14449
4900;3.15755
4900;3.12653
4900;3.12408
4900;3.15102
4900;3.12571
4900;3.18694
4900;3.12245
4900;3.13388
4900;3.21551
4900;3.13143
4900;3.1151
4900;3.18122
4900;3.14776
4900;3.15429
4900;3.15918
4900;3.15184
4900;3.16816
4900;3.14367
4900;3.17959
4900;3.1298
4900;3.14939
4900;3.14367
4900;3.16571
4900;3.15673
4900;3.20653
4900;3.16
4900;3.14041
4900;3.13714
4900;3.10531
4900;3.16653
4900;3.16327
4900;3.14286
4900;3.11837
4900;3.13796
4900;3.15918
4900;3.14204
4900;3.17224
4900;3.18122
4900;3.11837
4900;3.11592
4900;3.12898
4900;3.12327
4900;3.14286
4900;3.18204
4900;3.15673
4900;3.16
4900;3.1249
4900;3.15265
4900;3.14286
4950;3.12727
4950;3.16364
4950;3.09576
4950;3.21212
4950;3.09657
4950;3.1402
4950;3.15556
4950;3.16525
4950;3.1596
4950;3.11919
4950;3.1297
4950;3.15313
4950;3.12242
4950;3.14747
4950;3.15394
4950;3.15071
4950;3.16364
4950;3.09495
4950;3.13131
4950;3.10545
4950;3.12323
4950;3.16525
4950;3.15636
4950;3.12162
4950;3.14182
4950;3.11838
4950;3.1402
4950;3.14828
4950;3.17737
4950;3.14101
4950;3.10384
4950;3.13859
4950;3.12566
4950;3.14101
4950;3.08283
4950;3.15798
4950;3.15556
4950;3.14909
4950;3.18788
4950;3.13939
4950;3.1604
4950;3.15798
4950;3.13374
4950;3.13535
4950;3.14263
4950;3.13616
4950;3.15313
4950;3.08121
4950;3.12727
4950;3.15636
5000;3.1552
5000;3.152
5000;3.1304
5000;3.1296
5000;3.1344
5000;3.12
5000;3.1368
5000;3.168
5000;3.2056
5000;3.1768
5000;3.1152
5000;3.188
5000;3.1296
5000;3.1256
5000;3.1728
5000;3.144
5000;3.104
5000;3.1376
5000;3.1136
5000;3.1416
5000;3.1304
5000;3.1096
5000;3.1432
5000;3.1576
5000;3.1832
5000;3.116
5000;3.1504
5000;3.1056
5000;3.1232
5000;3.1112
5000;3.132
5000;3.1448
5000;3.1232
5000;3.1176
5000;3.1376
5000;3.1296
5000;3.1568
5000;3.136
5000;3.1872
5000;3.1392
5000;3.1232
5000;3.16
5000;3.1672
5000;3.116
5000;3.1568
5000;3.18
5000;3.136
5000;3.1408
5000;3.1192
5000;3.1424

number of points;average
50;3.176
100;3.1464
150;3.10027
200;3.19
250;3.13504
300;3.15493
350;3.15703
400;3.1248
450;3.12942
500;3.14752
550;3.1504
600;3.14107
650;3.14412
700;3.14606
750;3.1392
800;3.1344
850;3.14654
900;3.14373
950;3.13945
1000;3.13032
1050;3.14712
1100;3.13585
1150;3.13976
1200;3.14667
1250;3.12922
1300;3.14658
1350;3.14708
1400;3.14697
1450;3.14102
1500;3.14448
1550;3.13615
1600;3.1475
1650;3.14225
1700;3.14038
1750;3.13458
1800;3.13844
1850;3.13808
1900;3.14156
1950;3.14162
2000;3.14108
2050;3.14267
2100;3.1408
2150;3.14586
2200;3.14007
2250;3.14567
2300;3.12967
2350;3.14043
2400;3.14073
2450;3.13881
2500;3.14883
2550;3.14773
2600;3.14769
2650;3.14856
2700;3.13233
2750;3.13839
2800;3.14806
2850;3.13819
2900;3.14502
2950;3.13931
3000;3.14464
3050;3.13768
3100;3.14588
3150;3.15157
3200;3.1423
3250;3.12866
3300;3.13901
3350;3.14183
3400;3.14555
3450;3.14516
3500;3.14491
3550;3.13555
3600;3.13949
3650;3.13916
3700;3.14815
3750;3.137
3800;3.14377
3850;3.13968
3900;3.13994
3950;3.14252
4000;3.14174
4050;3.14155
4100;3.1448
4150;3.13656
4200;3.13827
4250;3.14788
4300;3.13282
4350;3.13754
4400;3.13876
4450;3.13758
4500;3.14071
4550;3.14196
4600;3.1399
4650;3.14385
4700;3.13546
4750;3.1412
4800;3.14247
4850;3.14275
4900;3.14895
4950;3.13975
5000;3.14114
