number of points;est
1950;3.15282
1950;3.15487
1950;3.13846
1950;3.15897
1950;3.18974
1950;3.14051
2000;3.108
2000;3.078
2000;3.132
2000;3.184
2000;3.186
2000;3.184
2000;3.136
2000;3.112
2000;3.15
2000;3.144
2000;3.122
2000;3.164
2000;3.21
2000;3.11
2000;3.168
2000;3.14
2000;3.058
2000;3.14
2000;3.15
2000;3.174
2000;3.154
2000;3.074
2000;3.17
2000;3.154
2000;3.102
2000;3.16
2000;3.116
2000;3.222
2000;3.142
2000;3.076
2000;3.158
2000;3.142
2000;3.126
2000;3.15
2000;3.144
2000;3.202
2000;3.16
2000;3.198
2000;3.142
2000;3.208
2000;3.09
2000;3.138
2000;3.144
2000;3.052
2000;3.116
2000;3.156
2000;3.122
2000;3.16
2000;3.148
2000;3.078
2050;3.13951
2050;3.13171
2050;3.17854
2050;3.1278
2050;3.14732
2050;3.13366
2050;3.15512
2050;3.1161
2050;3.15122
2050;3.15902
2050;3.19024
2050;3.1122
2050;3.13366
2050;3.17463
2050;3.14732
2050;3.12
2050;3.1122
2050;3.15317
2050;3.21756
2050;3.16098
2050;3.16488
2050;3.17268
2050;3.16878
2050;3.10244
2050;3.1122
2050;3.14732
2050;3.06927
2050;3.08878
2050;3.17073
2050;3.17073
2050;3.16878
2050;3.10829
2050;3.09659
2050;3.17073
2050;3.14927
2050;3.1239
2050;3.14927
2050;3.13561
2050;3.15707
2050;3.16683
2050;3.16878
2050;3.16683
2050;3.14927
2050;3.07707
2050;3.11024
2050;3.09463
2050;3.15512
2050;3.20195
2050;3.15317
2050;3.10049
2100;3.11619
2100;3.17905
2100;3.15048
2100;3.12952
2100;3.15238
2100;3.16
2100;3.09905
2100;3.11619
2100;3.13905
2100;3.13333
2100;3.12
2100;3.07619
2100;3.18476
2100;3.06857
2100;3.15238
2100;3.11238
2100;3.15619
2100;3.14667
2100;3.12
2100;3.13714
2100;3.19619
2100;3.07429
2100;3.13333
2100;3.06095
2100;3.13905
2100;3.13524
2100;3.1619
2100;3.17333
2100;3.13524
2100;3.17143
2100;3.14476
2100;3.12952
2100;3.13143
2100;3.0781
2100;3.12571
2100;3.19619
2100;3.19429
2100;3.1619
2100;3.08762
2100;3.14095
2100;3.13905
2100;3.12571
2100;3.13333
2100;3.16952
2100;3.15048
2100;3.20381
2100;3.1619
2100;3.1619
2100;3.18667
2100;3.18667
2150;3.17395
2150;3.07349
2150;3.15349
2150;3.15535
2150;3.11814
2150;3.14233
2150;3.2093
2150;3.15163
2150;3.21116
2150;3.20372
2150;3.14977
2150;3.13116
2150;3.16093
2150;3.11256
2150;3.12186
2150;3.09395
2150;3.15163
2150;3.13674
2150;3.18884
2150;3.13302
2150;3.1293
2150;3.16651
2150;3.11256
2150;3.09767
2150;3.1814
2150;3.07721
2150;3.1293
2150;3.15907
2150;3.07349
2150;3.05674
2150;3.12372
2150;3.16465
2150;3.16837
2150;3.13116
2150;3.14233
2150;3.2186
2150;3.2186
2150;3.19442
2150;3.17767
2150;3.07721
2150;3.12186
2150;3.1907
2150;3.14233
2150;3.17581
2150;3.15721
2150;3.1907
2150;3.09767
2150;3.18512
2150;3.09953
2150;3.15907
2200;3.12364
2200;3.17273
2200;3.16727
2200;3.07818
2200;3.15818
2200;3.12727
2200;3.13455
2200;3.12364
2200;3.10182
2200;3.14909
2200;3.09636
2200;3.12909
2200;3.08909
2200;3.18545
2200;3.10364
2200;3.14909
2200;3.14364
2200;3.15455
2200;3.12364
2200;3.11455
2200;3.09273
2200;3.15455
2200;3.13636
2200;3.10727
2200;3.16182
2200;3.13636
2200;3.08182
2200;3.21455
2200;3.15818
2200;3.18364
2200;3.12
2200;3.16182
2200;3.16182
2200;3.13091
2200;3.17091
2200;3.16727
2200;3.14364
2200;3.17273
2200;3.18
2200;3.14182
2200;3.07455
2200;3.16727
2200;3.12909
2200;3.12545
2200;3.18727
2200;3.11636
2200;3.15818
2200;3.17273
2200;3.12909
2200;3.14
2250;3.15378
2250;3.11467
2250;3.17511
2250;3.11822
2250;3.088
2250;3.15733
2250;3.08444
2250;3.09333
2250;3.136
2250;3.11822
2250;3.16089
2250;3.12178
2250;3.11289
2250;3.15022
2250;3.13956
2250;3.17867
2250;3.17156
2250;3.15022
2250;3.16089
2250;3.10578
2250;3.11644
2250;3.16444
2250;3.15556
2250;3.15022
2250;3.20889
2250;3.11644
2250;3.14489
2250;3.15022
2250;3.12
2250;3.17511
2250;3.16444
2250;3.18578
2250;3.14667
2250;3.14844
2250;3.17511
2250;3.14667
2250;3.14133
2250;3.10933
2250;3.15378
2250;3.19289
2250;3.14311
2250;3.14667
2250;3.16267
2250;3.16089
2250;3.17867
2250;3.12533
2250;3.16622
2250;3.08622
2250;3.20711
2250;3.14844
2300;3.17739
2300;3.10957
2300;3.08
2300;3.20348
2300;3.12696
2300;3.08
2300;3.05913
2300;3.17913
2300;3.11652
2300;3.16348
2300;3.06435
2300;3.14087
2300;3.13565
2300;3.12
2300;3.18609
2300;3.1913
2300;3.14609
2300;3.16696
2300;3.13913
2300;3.1513
2300;3.13217
2300;3.12696
2300;3.15826
2300;3.14087
2300;3.13739
2300;3.10957
2300;3.10435
2300;3.12174
2300;3.14261
2300;3.13217
2300;3.13739
2300;3.10261
2300;3.09043
2300;3.14261
2300;3.16
2300;3.16174
2300;3.09739
2300;3.17043
2300;3.08348
2300;3.0887
2300;3.07304
2300;3.18087
2300;3.0887
2300;3.07478
2300;3.09739
2300;3.15652
2300;3.18261
2300;3.13739
2300;3.09739
2300;3.11652
2350;3.16766
2350;3.17957
2350;3.18468
2350;3.14043
2350;3.10468
2350;3.18298
2350;3.1234
2350;3.16936
2350;3.14043
2350;3.14213
2350;3.16426
2350;3.13191
2350;3.1166
2350;3.09277
2350;3.15234
2350;3.1183
2350;3.13362
2350;3.08936
2350;3.13702
2350;3.10128
2350;3.16596
2350;3.17106
2350;3.10979
2350;3.07915
2350;3.08255
2350;3.08085
2350;3.06043
2350;3.13872
2350;3.13702
2350;3.16766
2350;3.18638
2350;3.14553
2350;3.13021
2350;3.1183
2350;3.18638
2350;3.14723
2350;3.15404
2350;3.10298
2350;3.10638
2350;3.2034
2350;3.15234
2350;3.13532
2350;3.19489
2350;3.12681
2350;3.18809
2350;3.1983
2350;3.15745
2350;3.1183
2350;3.16426
2350;3.13872
2400;3.14167
2400;3.15167
2400;3.16167
2400;3.12333
2400;3.12333
2400;3.14333
2400;3.13
2400;3.11667
2400;3.08333
2400;3.13333
2400;3.10167
2400;3.14
2400;3.15333
2400;3.12333
2400;3.12
2400;3.19333
2400;3.10833
2400;3.16333
2400;3.15
2400;3.11167
2400;3.17833
2400;3.13667
2400;3.135
2400;3.14167
2400;3.21333
2400;3.14833
2400;3.18333
2400;3.105
2400;3.09167
2400;3.18167
2400;3.12833
2400;3.125
2400;3.12333
2400;3.15333
2400;3.15
2400;3.14667
2400;3.14167
2400;3.22
2400;3.10833
2400;3.165
2400;3.16
2400;3.12167
2400;3.15333
2400;3.135
2400;3.12333
2400;3.12167
2400;3.20167
2400;3.14167
2400;3.14167
2400;3.08667
2450;3.14939
2450;3.10694
2450;3.14122
2450;3.14449
2450;3.14612
2450;3.12327
2450;3.18204
2450;3.1249
2450;3.12
2450;3.15265
2450;3.13469
2450;3.09714
2450;3.12816
2450;3.1249
2450;3.18367
2450;3.17061
2450;3.10694
2450;3.12816
2450;3.17224
2450;3.16898
2450;3.15592
2450;3.1249
2450;3.12653
2450;3.15265
2450;3.08898
2450;3.15102
2450;3.13796
2450;3.16082
2450;3.13959
2450;3.15265
2450;3.14122
2450;3.17551
2450;3.13143
2450;3.10531
2450;3.12816
2450;3.17061
2450;3.12163
2450;3.13469
2450;3.13796
2450;3.15429
2450;3.11184
2450;3.12327
2450;3.12816
2450;3.13633
2450;3.2
2450;3.1298
2450;3.17061
2450;3.10204
2450;3.10204
2450;3.13796
2500;3.0608
2500;3.104
2500;3.168
2500;3.1712
2500;3.152
2500;3.1504
2500;3.1728
2500;3.1264
2500;3.1728
2500;3.0912
2500;3.1584
2500;3.1376
2500;3.1248
2500;3.1376
2500;3.1248
2500;3.1616
2500;3.2112
2500;3.128
2500;3.144
2500;3.1168
2500;3.1616
2500;3.1296
2500;3.16
2500;3.152
2500;3.144
2500;3.1344
2500;3.1296
2500;3.1536
2500;3.1344
2500;3.1408
2500;3.1792
2500;3.1648
2500;3.1808
2500;3.1568
2500;3.1872
2500;3.128
2500;3.1568
2500;3.1424
2500;3.1424
2500;3.1344
2500;3.1696
2500;3.1552
2500;3.1072
2500;3.0816
2500;3.1712
2500;3.1648
2500;3.2016
2500;3.2016
2500;3.2128
2500;3.1488
2550;3.17333
2550;3.11686
2550;3.15922
2550;3.09176
2550;3.19373
2550;3.1702
2550;3.0949
2550;3.13098
2550;3.13725
2550;3.14039
2550;3.12314
2550;3.16078
2550;3.13725
2550;3.10431
2550;3.08235
2550;3.16235
2550;3.14824
2550;3.20471
2550;3.16863
2550;3.1451
2550;3.17176
2550;3.18118
2550;3.1498
2550;3.15765
2550;3.17176
2550;3.12314
2550;3.14667
2550;3.13882
2550;3.19373
2550;3.13882
2550;3.12
2550;3.15294
2550;3.10902
2550;3.18902
2550;3.15922
2550;3.0698
2550;3.11373
2550;3.1498
2550;3.1749
2550;3.16863
2550;3.16235
2550;3.12784
2550;3.21255
2550;3.20941
2550;3.08863
2550;3.17647
2550;3.19059
2550;3.08392
2550;3.16235
2550;3.14667
2600;3.18154
2600;3.20308
2600;3.11385
2600;3.14308
2600;3.15231
2600;3.19385
2600;3.16154
2600;3.15385
2600;3.11538
2600;3.09385
2600;3.10462
2600;3.13846
2600;3.12154
2600;3.17692
2600;3.12462
2600;3.15692
2600;3.16308
2600;3.17077
2600;3.17846
2600;3.11692
2600;3.17231
2600;3.16462
2600;3.10154
2600;3.15077
2600;3.15846
2600;3.13231
2600;3.14923
2600;3.08462
2600;3.21538
2600;3.18615
2600;3.14308
2600;3.12462
2600;3.13538
2600;3.07538
2600;3.12308
2600;3.14462
2600;3.14154
2600;3.15692
2600;3.18615
2600;3.10923
2600;3.12769
2600;3.20769
2600;3.16308
2600;3.17231
2600;3.16615
2600;3.14769
2600;3.08769
2600;3.17385
2600;3.18154
2600;3.13692
2650;3.18491
2650;3.16226
2650;3.17887
2650;3.14717
2650;3.20604
2650;3.09887
2650;3.14868
2650;3.15925
2650;3.14415
2650;3.17585
2650;3.14868
2650;3.16226
2650;3.17434
2650;3.18491
2650;3.17283
2650;3.11849
2650;3.15472
2650;3.18943
2650;3.1034
2650;3.12151
2650;3.17283
2650;3.1834
2650;3.14717
2650;3.1683
2650;3.1034
2650;3.14113
2650;3.14264
2650;3.12755
2650;3.18038
2650;3.18038
2650;3.13057
2650;3.11396
2650;3.10491
2650;3.14717
2650;3.07925
2650;3.14415
2650;3.12151
2650;3.18642
2650;3.11245
2650;3.17283
2650;3.13962
2650;3.16528
2650;3.13208
2650;3.1517
2650;3.14566
2650;3.15472
2650;3.11849
2650;3.14868
2650;3.15019
2650;3.12453
2700;3.1363
2700;3.14074
2700;3.10222
2700;3.08
2700;3.12741
2700;3.13037
2700;3.13333
2700;3.06815
2700;3.18519
2700;3.09185
2700;3.18667
2700;3.15852
2700;3.15111
2700;3.15704
2700;3.08296
2700;3.13037
2700;3.11259
2700;3.0237
2700;3.16
2700;3.16444
2700;3.08593
2700;3.09037
2700;3.15704
2700;3.12444
2700;3.14222
2700;3.14074
2700;3.12148
2700;3.09778
2700;3.14815
2700;3.12296
2700;3.16
2700;3.13778
2700;3.16
2700;3.16741
2700;3.07259
2700;3.14519
2700;3.12
2700;3.17333
2700;3.19852
2700;3.09185
2700;3.11704
2700;3.11111
2700;3.15111
2700;3.13037
2700;3.16148
2700;3.15704
2700;3.18074
2700;3.13185
2700;3.14667
2700;3.14815
2750;3.14327
2750;3.152
2750;3.19273
2750;3.168
2750;3.07491
2750;3.13891
2750;3.15927
2750;3.072
2750;3.15345
2750;3.14473
2750;3.09818
2750;3.14618
2750;3.11418
2750;3.14327
2750;3.12145
2750;3.07345
2750;3.20145
2750;3.16509
2750;3.16945
2750;3.17091
2750;3.14909
2750;3.07491
2750;3.136
2750;3.13891
2750;3.11127
2750;3.15491
2750;3.04
2750;3.18836
2750;3.17818
2750;3.10982
2750;3.13018
2750;3.16655
2750;3.12291
2750;3.15491
2750;3.12291
2750;3.15345
2750;3.13309
2750;3.13455
2750;3.13018
2750;3.11273
2750;3.104
2750;3.13745
2750;3.16945
2750;3.15055
2750;3.2
2750;3.14618
2750;3.15055
2750;3.12
2750;3.10691
2750;3.18836
2800;3.12143
2800;3.15571
2800;3.13429
2800;3.13
2800;3.15143
2800;3.17429
2800;3.14
2800;3.13857
2800;3.18714
2800;3.14571
2800;3.15857
2800;3.13857
2800;3.17571
2800;3.15571
2800;3.18714
2800;3.17143
2800;3.10571
2800;3.11571
2800;3.16429
2800;3.14714
2800;3.15286
2800;3.14429
2800;3.15714
2800;3.14714
2800;3.13857
2800;3.11143
2800;3.16714
2800;3.15857
2800;3.15143
2800;3.13857
2800;3.13143
2800;3.18571
2800;3.16
2800;3.11857
2800;3.14571
2800;3.16
2800;3.12714
2800;3.13
2800;3.15714
2800;3.18143
2800;3.16143
2800;3.14143
2800;3.12714
2800;3.14
2800;3.14429
2800;3.14286
2800;3.18857
2800;3.15571
2800;3.11714
2800;3.12143
2850;3.17895
2850;3.14807
2850;3.14246
2850;3.1593
2850;3.1593
2850;3.16772
2850;3.13684
2850;3.11439
2850;3.09614
2850;3.14526
2850;3.13123
2850;3.09754
2850;3.13965
2850;3.16632
2850;3.14386
2850;3.15228
2850;3.14246
2850;3.09895
2850;3.12982
2850;3.15228
2850;3.12842
2850;3.15368
2850;3.13684
2850;3.09895
2850;3.19018
2850;3.13404
2850;3.10596
2850;3.16912
2850;3.11298
2850;3.12842
2850;3.13825
2850;3.0807
2850;3.17193
2850;3.17333
2850;3.16772
2850;3.14807
2850;3.1186
2850;3.08632
2850;3.16211
2850;3.14667
2850;3.12702
2850;3.12281
2850;3.16211
2850;3.09895
2850;3.11298
2850;3.0807
2850;3.2
2850;3.14807
2850;3.14807
2850;3.15368
2900;3.17793
2900;3.15172
2900;3.14759
2900;3.16828
2900;3.16
2900;3.09793
2900;3.16966
2900;3.14345
2900;3.17517
2900;3.16138
2900;3.14759
2900;3.21103
2900;3.1131
2900;3.13655
2900;3.18207
2900;3.16138
2900;3.05517
2900;3.12
2900;3.15172
2900;3.16828
2900;3.13655
2900;3.15586
2900;3.19724
2900;3.15862
2900;3.16966
2900;3.11862
2900;3.19034
2900;3.20138
2900;3.17241
2900;3.10759
2900;3.10621
2900;3.13793
2900;3.13655
2900;3.12276
2900;3.13103
2900;3.17517
2900;3.13655
2900;3.14897
2900;3.18207
2900;3.07724
2900;3.12552
2900;3.13793
2900;3.13793
2900;3.14483
2900;3.12552
2900;3.16414
2900;3.1131
2900;3.13655
2900;3.09793
2900;3.10483
2950;3.11458
2950;3.15932
2950;3.15932
2950;3.14847
2950;3.06712
2950;3.1539
2950;3.13356
2950;3.17017
2950;3.14576
2950;3.16339
2950;3.11593
2950;3.10102
2950;3.14847
2950;3.14169
2950;3.12136
2950;3.09695
2950;3.12949
2950;3.16203
2950;3.13627
2950;3.11322
2950;3.11593
2950;3.14983
2950;3.20271
2950;3.14576
2950;3.12949
2950;3.10237
2950;3.19864
2950;3.19458
2950;3.14983
2950;3.15525
2950;3.14712
2950;3.15797
2950;3.11051
2950;3.15661
2950;3.18237
2950;3.17559
2950;3.09695
2950;3.0739
2950;3.13898
2950;3.14441
2950;3.14169
2950;3.1539
2950;3.13898
2950;3.17695
2950;3.18644
2950;3.10915
2950;3.06983
2950;3.10508
2950;3.11458
2950;3.15797
3000;3.14667
3000;3.13733
3000;3.15067
3000;3.156
3000;3.14533
3000;3.14133
3000;3.14133
3000;3.12267
3000;3.15333
3000;3.188
3000;3.20267
3000;3.18667
3000;3.13867
3000;3.14
3000;3.112
3000;3.14133
3000;3.16533
3000;3.152
3000;3.13467
3000;3.14933
3000;3.03733
3000;3.084
3000;3.21067
3000;3.17467
3000;3.15067
3000;3.17733
3000;3.236
3000;3.18933
3000;3.10533
3000;3.14533
3000;3.12533
3000;3.17333
3000;3.19333
3000;3.11067
3000;3.132
3000;3.088
3000;3.13067
3000;3.08
3000;3.168
3000;3.12667
3000;3.12133
3000;3.116
3000;3.152
3000;3.09733
3000;3.17733
3000;3.1
3000;3.17467
3000;3.13733
3000;3.14667
3000;3.16533
3050;3.0859
3050;3.16721
3050;3.1423
3050;3.11738
3050;3.11738
3050;3.14754
3050;3.12393
3050;3.09902
3050;3.14361
3050;3.14623
3050;3.17115
3050;3.18295
3050;3.12
3050;3.14623
3050;3.14492
3050;3.07541
3050;3.1423
3050;3.10951
3050;3.14098
3050;3.15279
3050;3.15148
3050;3.18033
3050;3.12262
3050;3.17902
3050;3.10689
3050;3.19607
3050;3.14492
3050;3.12131
3050;3.09377
3050;3.15541
3050;3.16984
3050;3.15016
3050;3.17377
3050;3.18295
3050;3.0741
3050;3.13443
3050;3.16459
3050;3.16721
3050;3.10295
3050;3.11082
3050;3.14098
3050;3.18295
3050;3.08984
3050;3.0977
3050;3.16984
3050;3.12262
3050;3.15803
3050;3.09377
3050;3.14361
3050;3.12525
3100;3.12
3100;3.20129
3100;3.08903
3100;3.14968
3100;3.12645
3100;3.18323
3100;3.1071
3100;3.18194
3100;3.16645
3100;3.13806
3100;3.17419
3100;3.12774
3100;3.12
3100;3.17806
3100;3.14452
3100;3.18581
3100;3.15355
3100;3.1471
3100;3.18452
3100;3.15742
3100;3.17935
3100;3.18194
3100;3.16903
3100;3.12387
3100;3.10968
3100;3.14065
3100;3.14323
3100;3.14065
3100;3.14065
3100;3.12516
3100;3.17806
3100;3.12129
3100;3.12645
3100;3.13548
3100;3.16516
3100;3.14968
3100;3.13677
3100;3.14065
3100;3.13548
3100;3.1729
3100;3.14839
3100;3.15355
3100;3.12129
3100;3.17419
3100;3.12516
3100;3.1071
3100;3.13935
3100;3.09548
3100;3.14968
3100;3.12774
3150;3.13905
3150;3.19492
3150;3.15175
3150;3.18984
3150;3.1073
3150;3.16444
3150;3.13651
3150;3.19238
3150;3.17333
3150;3.13143
3150;3.11111
3150;3.15429
3150;3.18476
3150;3.17206
3150;3.15683
3150;3.15175
3150;3.11746
3150;3.12508
3150;3.1327
3150;3.11873
3150;3.16825
3150;3.20254
3150;3.13397
3150;3.11746
3150;3.16698
3150;3.12762
3150;3.10222
3150;3.14667
3150;3.12889
3150;3.20762
3150;3.12889
3150;3.17206
3150;3.13778
3150;3.14032
3150;3.1581
3150;3.1619
3150;3.1073
3150;3.20127
3150;3.18984
3150;3.1873
3150;3.10857
3150;3.12127
3150;3.20381
3150;3.12254
3150;3.11111
3150;3.15556
3150;3.18349
3150;3.15302
3150;3.14921
3150;3.17714
3200;3.13
3200;3.18375
3200;3.17875
3200;3.13125
3200;3.11
3200;3.14875
3200;3.16875
3200;3.1225
3200;3.1475
3200;3.1375
3200;3.15125
3200;3.16875
3200;3.13875
3200;3.16625
3200;3.165
3200;3.15125
3200;3.11875
3200;3.10125
3200;3.19875
3200;3.14625
3200;3.14
3200;3.1425
3200;3.15
3200;3.1125
3200;3.16875
3200;3.075
3200;3.14375
3200;3.15125
3200;3.12625
3200;3.135
3200;3.07875
3200;3.1525
3200;3.185
3200;3.1475
3200;3.09375
3200;3.17
3200;3.13625
3200;3.1425
3200;3.105
3200;3.1175
3200;3.15875
3200;3.185
3200;3.13
3200;3.16625
3200;3.14875
3200;3.17
3200;3.13875
3200;3.1325
3200;3.08125
3200;3.165
3250;3.11015
3250;3.14338
3250;3.14092
3250;3.12985
3250;3.16062
3250;3.11754
3250;3.11631
3250;3.12862
3250;3.11385
3250;3.08554
3250;3.10769
3250;3.12246
3250;3.14954
3250;3.15446
3250;3.08677
3250;3.13723
3250;3.13108
3250;3.09169
3250;3.16062
3250;3.05846
3250;3.10523
3250;3.11631
3250;3.12
3250;3.136
3250;3.13477
3250;3.18892
3250;3.12615
3250;3.10769
3250;3.11385
3250;3.15569
3250;3.09046
3250;3.12
3250;3.15938
3250;3.18031
3250;3.16308
3250;3.11138
3250;3.16185
3250;3.11138
3250;3.14215
3250;3.152
3250;3.11508
3250;3.16431
3250;3.11508
3250;3.11631
3250;3.15815
3250;3.11262
3250;3.136
3250;3.10031
3250;3.10523
3250;3.16677
3300;3.14909
3300;3.16242
3300;3.10909
3300;3.1697
3300;3.10061
3300;3.12242
3300;3.13212
3300;3.12848
3300;3.20848
3300;3.13455
3300;3.17697
3300;3.14061
3300;3.11394
3300;3.13212
3300;3.18909
3300;3.19273
3300;3.12727
3300;3.11636
3300;3.17939
3300;3.14667
3300;3.13091
3300;3.17212
3300;3.11515
3300;3.17091
3300;3.15515
3300;3.14303
3300;3.13818
3300;3.16242
3300;3.12242
3300;3.12848
3300;3.10909
3300;3.11758
3300;3.15394
3300;3.15515
3300;3.10788
3300;3.1697
3300;3.14909
3300;3.09455
3300;3.13455
3300;3.11152
3300;3.11152
3300;3.14909
3300;3.12485
3300;3.09091
3300;3.06909
3300;3.16606
3300;3.12485
3300;3.15636
3300;3.12485
3300;3.15879
3350;3.17851
3350;3.19761
3350;3.11522
3350;3.14866
3350;3.11642
3350;3.16896
3350;3.16418
3350;3.12358
3350;3.17731
3350;3.18448
3350;3.12358
3350;3.10328
3350;3.13313
3350;3.13791
3350;3.13672
3350;3.14627
3350;3.13791
3350;3.13194
3350;3.14866
3350;3.12478
3350;3.16657
3350;3.1594
3350;3.10806
3350;3.1797
3350;3.18328
3350;3.16418
3350;3.15104
3350;3.12
3350;3.13313
3350;3.12836
3350;3.13433
3350;3.11881
3350;3.15343
3350;3.17612
3350;3.15343
3350;3.15104
3350;3.10567
3350;3.12955
3350;3.13194
3350;3.13194
3350;3.14507
3350;3.09612
3350;3.12478
3350;3.1403
3350;3.09612
3350;3.1391
3350;3.11761
3350;3.17612
3350;3.17254
3350;3.10448
3400;3.14824
3400;3.14706
3400;3.12118
3400;3.12824
3400;3.12824
3400;3.17647
3400;3.18471
3400;3.12706
3400;3.14706
3400;3.16
3400;3.14
3400;3.17059
3400;3.15529
3400;3.11176
3400;3.10706
3400;3.19647
3400;3.13059
3400;3.07647
3400;3.12941
3400;3.11529
3400;3.14353
3400;3.14588
3400;3.16588
3400;3.19176
3400;3.13294
3400;3.18235
3400;3.18588
3400;3.14471
3400;3.15294
3400;3.16588
3400;3.12118
3400;3.19176
3400;3.17176
3400;3.16
3400;3.12
3400;3.15412
3400;3.15647
3400;3.15529
3400;3.12118
3400;3.16941
3400;3.16588
3400;3.07294
3400;3.14235
3400;3.09882
3400;3.16118
3400;3.08588
3400;3.18824
3400;3.12706
3400;3.16706
3400;3.13412
3450;3.14203
3450;3.10493
3450;3.21275
3450;3.10841
3450;3.13391
3450;3.2
3450;3.14551
3450;3.17333
3450;3.13043
3450;3.09333
3450;3.10609
3450;3.16174
3450;3.17565
3450;3.10957
3450;3.13507
3450;3.17797
3450;3.12928
3450;3.20116
3450;3.14899
3450;3.17565
3450;3.09797
3450;3.17101
3450;3.09913
3450;3.15594
3450;3.16406
3450;3.14551
3450;3.19536
3450;3.1687
3450;3.05855
3450;3.19884
3450;3.11072
3450;3.10493
3450;3.12
3450;3.14783
3450;3.14203
3450;3.12116
3450;3.16638
3450;3.1687
3450;3.15942
3450;3.14899
3450;3.18609
3450;3.1142
3450;3.14435
3450;3.16638
3450;3.18957
3450;3.12232
3450;3.13275
3450;3.12348
3450;3.15246
3450;3.11536
3500;3.11086
3500;3.128
3500;3.15657
3500;3.176
3500;3.17714
3500;3.14286
3500;3.15314
3500;3.17257
3500;3.11086
3500;3.152
3500;3.15086
3500;3.12
3500;3.11314
3500;3.11657
3500;3.16914
3500;3.14286
3500;3.14743
3500;3.12229
3500;3.15086
3500;3.14057
3500;3.16114
3500;3.20914
3500;3.17829
3500;3.112
3500;3.18286
3500;3.10857
3500;3.10629
3500;3.15429
3500;3.13943
3500;3.14629
3500;3.13829
3500;3.14286
3500;3.112
3500;3.112
3500;3.12914
3500;3.15886
3500;3.16914
3500;3.12686
3500;3.16457
3500;3.11314
3500;3.192
3500;3.14514
3500;3.152
3500;3.144
3500;3.128
3500;3.14057
3500;3.16114
3500;3.12686
3500;3.16571
3500;3.17143
3550;3.10197
3550;3.17746
3550;3.18986
3550;3.12
3550;3.11099
3550;3.12789
3550;3.09972
3550;3.11887
3550;3.12338
3550;3.21465
3550;3.15268
3550;3.08958
3550;3.08282
3550;3.12676
3550;3.17183
3550;3.12
3550;3.1662
3550;3.21239
3550;3.12
3550;3.1493
3550;3.12789
3550;3.12676
3550;3.17746
3550;3.09183
3550;3.12563
3550;3.14366
3550;3.17296
3550;3.13803
3550;3.08056
3550;3.16056
3550;3.07493
3550;3.13465
3550;3.10085
3550;3.15155
3550;3.1369
3550;3.10423
3550;3.14592
3550;3.14592
3550;3.06479
3550;3.14592
3550;3.17296
3550;3.18648
3550;3.13577
3550;3.15155
3550;3.09634
3550;3.13352
3550;3.15831
3550;3.12338
3550;3.16056
3550;3.13127
3600;3.18
3600;3.14444
3600;3.11667
3600;3.17222
3600;3.10444
3600;3.11556
3600;3.12
3600;3.10556
3600;3.16
3600;3.09444
3600;3.16333
3600;3.17889
3600;3.16111
3600;3.17111
3600;3.14
3600;3.11667
3600;3.13444
3600;3.15667
3600;3.14556
3600;3.16333
3600;3.10333
3600;3.14889
3600;3.13111
3600;3.11
3600;3.15111
3600;3.08667
3600;3.17
3600;3.17
3600;3.18444
3600;3.14667
3600;3.20778
3600;3.09222
3600;3.12667
3600;3.09889
3600;3.12778
3600;3.12556
3600;3.13
3600;3.15
3600;3.14889
3600;3.13667
3600;3.13222
3600;3.08667
3600;3.16222
3600;3.13778
3600;3.15444
3600;3.14889
3600;3.14333
3600;3.12444
3600;3.15667
3600;3.13667
3650;3.12438
3650;3.14411
3650;3.07836
3650;3.15397
3650;3.13205
3650;3.10247
3650;3.11123
3650;3.18247
3650;3.17918
3650;3.12329
3650;3.14192
3650;3.13753
3650;3.16055
3650;3.13425
3650;3.16603
3650;3.14301
3650;3.11452
3650;3.14959
3650;3.0663
3650;3.12548
3650;3.13973
3650;3.18466
3650;3.13315
3650;3.11671
3650;3.20877
3650;3.11781
3650;3.09918
3650;3.16384
3650;3.17479
3650;3.10685
3650;3.16055
3650;3.18137
3650;3.15726
3650;3.15945
3650;3.11781
3650;3.13425
3650;3.11233
3650;3.19233
3650;3.16164
3650;3.1189
3650;3.12877
3650;3.12658
3650;3.14082
3650;3.10247
3650;3.12658
3650;3.1463
3650;3.15616
3650;3.11123
3650;3.13096
3650;3.17589
3700;3.14054
3700;3.14811
3700;3.11459
3700;3.07892
3700;3.16432
3700;3.16216
3700;3.18703
3700;3.16973
3700;3.17081
3700;3.12432
3700;3.15459
3700;3.12324
3700;3.15135
3700;3.16216
3700;3.12757
3700;3.16108
3700;3.14054
3700;3.11351
3700;3.16216
3700;3.15568
3700;3.13946
3700;3.19243
3700;3.15027
3700;3.13189
3700;3.12
3700;3.15892
3700;3.16541
3700;3.11351
3700;3.18054
3700;3.16757
3700;3.12432
3700;3.16108
3700;3.14486
3700;3.19351
3700;3.15784
3700;3.15784
3700;3.15135
3700;3.16
3700;3.11892
3700;3.11892
3700;3.10378
3700;3.16865
3700;3.15027
3700;3.12216
3700;3.14703
3700;3.15676
3700;3.12973
3700;3.14378
3700;3.18378
3700;3.18054
3750;3.13813
3750;3.13813
3750;3.09867
3750;3.15733
3750;3.1616
3750;3.15307
3750;3.13707
3750;3.1328
3750;3.15627
3750;3.09867
3750;3.15947
3750;3.0912
3750;3.14773
3750;3.13493
3750;3.13813
